customer_id,txn_date,txn_amount,customer_balance
91,2020-03-01,979,7750
91,2020-03-14,322,8072
91,2020-03-17,23,8095
91,2020-03-30,486,8581
91,2020-03-31,909,9490
91,2020-04-07,165,9655
92,2020-01-05,985,985
92,2020-03-19,50,1035
92,2020-03-22,793,1828
93,2020-01-11,557,557
93,2020-01-18,435,992
93,2020-01-20,593,1585
93,2020-02-01,717,2302
93,2020-02-08,394,2696
93,2020-02-09,366,3062
93,2020-02-13,16,3078
93,2020-02-16,807,3885
93,2020-02-21,635,4520
93,2020-02-23,462,4982
93,2020-02-27,429,5411
93,2020-03-20,993,6404
93,2020-03-27,154,6558
93,2020-03-29,477,7035
93,2020-03-30,279,7314
93,2020-04-09,218,7532
94,2020-01-01,902,902
94,2020-01-13,435,1337
94,2020-01-25,449,1786
94,2020-01-30,784,2570
94,2020-02-02,738,3308
94,2020-02-29,8,3316
94,2020-03-08,736,4052
94,2020-03-23,690,4742
95,2020-01-03,19,19
95,2020-01-05,198,217
95,2020-02-06,608,825
95,2020-02-12,622,1447
95,2020-02-16,706,2153
95,2020-02-23,911,3064
95,2020-02-24,36,3100
95,2020-02-26,930,4030
95,2020-02-27,538,4568
95,2020-03-07,321,4889
95,2020-03-10,387,5276
95,2020-03-22,949,6225
95,2020-03-27,978,7203
95,2020-03-28,977,8180
95,2020-03-30,530,8710
96,2020-01-03,753,1245
96,2020-01-03,492,1245
96,2020-01-20,303,1548
96,2020-01-21,290,1838
96,2020-01-24,301,2139
96,2020-01-31,95,2234
96,2020-02-02,445,2679
96,2020-02-13,30,2709
96,2020-02-16,65,2774
96,2020-02-28,31,2805
96,2020-02-29,108,2913
96,2020-03-04,311,3224
96,2020-03-08,488,3712
96,2020-03-10,545,4257
96,2020-03-23,490,4747
96,2020-03-24,417,5164
96,2020-03-28,891,6055
96,2020-03-30,211,6266
97,2020-01-04,681,681
97,2020-01-08,992,1673
97,2020-01-16,34,1707
97,2020-01-21,32,1739
97,2020-01-22,984,2723
97,2020-02-03,227,2950
97,2020-02-06,416,3366
97,2020-02-09,917,4283
97,2020-02-19,98,4381
97,2020-02-24,55,4722
97,2020-02-24,286,4722
97,2020-03-01,249,4971
97,2020-03-08,198,5169
97,2020-03-23,839,6008
97,2020-03-25,559,6567
97,2020-03-30,794,7361
98,2020-01-15,622,622
98,2020-02-25,108,730
98,2020-02-29,227,957
98,2020-03-01,179,1136
98,2020-03-07,193,1329
98,2020-03-11,648,1977
98,2020-03-28,252,2229
98,2020-04-01,291,2520
98,2020-04-02,683,3203
98,2020-04-13,453,3656
99,2020-01-08,160,160
99,2020-01-21,789,949
99,2020-02-29,189,1138
99,2020-03-24,23,1161
100,2020-01-06,158,158
100,2020-01-14,923,1081
100,2020-02-05,749,1830
100,2020-02-08,829,2659
100,2020-03-01,780,3439
100,2020-03-03,123,3562
100,2020-03-19,854,4416
100,2020-03-28,938,5354
100,2020-03-30,181,5535
101,2020-01-12,136,136
101,2020-01-18,620,756
101,2020-02-05,840,1596
101,2020-03-07,895,2491
101,2020-03-12,544,3035
101,2020-03-15,535,3570
101,2020-03-16,463,4033
102,2020-01-26,917,917
102,2020-02-06,438,1355
102,2020-02-11,926,2281
102,2020-02-12,243,2524
102,2020-02-16,562,3086
102,2020-02-17,265,3351
102,2020-02-21,945,4296
102,2020-03-09,772,5371
102,2020-03-09,303,5371
102,2020-03-10,591,5962
102,2020-03-14,395,6357
102,2020-03-15,329,6686
102,2020-03-18,984,8309
102,2020-03-18,639,8309
102,2020-03-26,584,8893
102,2020-04-02,192,9085
102,2020-04-06,468,9553
102,2020-04-08,507,10060
102,2020-04-15,516,10576
102,2020-04-17,921,11497
102,2020-04-18,31,11528
103,2020-01-07,646,646
103,2020-01-14,353,999
103,2020-01-18,512,1970
103,2020-01-18,459,1970
103,2020-02-16,555,3060
103,2020-02-16,535,3060
103,2020-03-09,410,3470
103,2020-03-10,358,3828
103,2020-03-18,688,4516
103,2020-03-19,839,5983
103,2020-03-19,435,5983
103,2020-03-19,193,5983
103,2020-03-26,406,6389
104,2020-01-25,989,989
104,2020-01-26,46,1035
104,2020-01-30,328,1363
104,2020-02-24,589,1952
104,2020-02-27,985,2937
104,2020-02-29,76,3013
104,2020-03-25,321,3334
104,2020-03-29,414,3748
104,2020-03-30,838,4586
105,2020-01-07,313,313
105,2020-01-18,701,1014
105,2020-02-09,249,1263
105,2020-02-28,599,1862
105,2020-03-04,143,2005
105,2020-03-13,848,2853
105,2020-03-15,367,3220
105,2020-03-24,119,3339
105,2020-03-25,329,3668
105,2020-03-30,647,4315
105,2020-04-01,213,4528
106,2020-01-24,456,456
106,2020-01-28,261,717
106,2020-01-29,304,1021
106,2020-02-01,747,1768
106,2020-02-07,222,1990
106,2020-02-09,976,2966
106,2020-02-22,546,3512
106,2020-03-02,443,3955
106,2020-03-10,453,4408
106,2020-03-11,60,4468
106,2020-03-21,756,5224
106,2020-03-29,271,5495
106,2020-04-17,728,6223
106,2020-04-19,623,6846
107,2020-01-13,538,538
107,2020-01-16,682,1220
107,2020-02-17,546,1766
108,2020-01-30,530,530
108,2020-02-12,529,1059
108,2020-02-27,737,1796
108,2020-03-26,808,2604
108,2020-04-05,737,3676
108,2020-04-05,335,3676
108,2020-04-08,163,3839
108,2020-04-18,990,5108
108,2020-04-18,279,5108
108,2020-04-25,184,5292
109,2020-01-01,429,429
109,2020-02-03,767,1196
109,2020-02-05,717,1913
109,2020-02-08,578,2491
110,2020-01-01,888,888
110,2020-01-06,697,1585
110,2020-01-07,905,2490
110,2020-01-09,241,2731
110,2020-01-13,944,3675
110,2020-01-14,485,4705
110,2020-01-14,545,4705
110,2020-01-18,480,5894
110,2020-01-18,709,5894
110,2020-01-19,85,6129
110,2020-01-19,150,6129
110,2020-01-21,705,6834
110,2020-01-26,14,6848
110,2020-02-06,914,7762
110,2020-02-11,974,8736
110,2020-03-03,417,9153
110,2020-03-05,373,9526
110,2020-03-10,202,9728
110,2020-03-17,943,10671
110,2020-03-29,250,10921
111,2020-01-28,101,101
111,2020-02-01,362,463
111,2020-03-25,364,827
112,2020-01-08,945,945
112,2020-02-09,707,1652
112,2020-02-21,317,1969
112,2020-02-29,122,3045
112,2020-02-29,954,3045
112,2020-03-04,523,3568
112,2020-03-18,322,3890
112,2020-03-24,164,4054
113,2020-01-21,14,14
113,2020-01-23,525,539
113,2020-02-04,17,556
113,2020-02-06,245,801
113,2020-02-21,753,1554
113,2020-02-23,48,1602
113,2020-03-10,544,2146
113,2020-03-11,21,2167
113,2020-03-13,468,2635
113,2020-03-23,203,2838
113,2020-03-26,780,3618
113,2020-04-02,255,3873
113,2020-04-03,211,4084
113,2020-04-09,686,4770
114,2020-01-19,743,743
114,2020-03-28,574,1317
114,2020-04-06,974,2291
115,2020-01-29,144,144
115,2020-02-01,400,544
115,2020-02-08,196,740
115,2020-02-25,393,1133
115,2020-03-03,747,1880
115,2020-03-07,672,2552
115,2020-03-28,51,2603
115,2020-03-30,361,2964
115,2020-04-06,20,3929
115,2020-04-06,945,3929
116,2020-01-28,167,167
116,2020-02-11,344,511
116,2020-02-23,458,969
116,2020-03-20,490,1459
116,2020-04-17,213,1672
117,2020-01-15,5,5
117,2020-01-28,30,35
117,2020-02-12,727,762
117,2020-02-14,439,1201
117,2020-02-25,479,1680
117,2020-03-13,430,2110
117,2020-03-20,920,3030
118,2020-01-03,683,683
118,2020-01-04,389,1072
118,2020-01-24,977,2049
118,2020-02-02,173,2225
118,2020-02-02,3,2225
118,2020-03-11,795,3020
118,2020-03-15,342,3362
118,2020-03-30,223,3585
119,2020-01-17,62,62
119,2020-03-09,969,1031
119,2020-04-10,417,1448
120,2020-01-23,824,824
120,2020-02-09,374,1198
120,2020-02-10,313,1511
120,2020-02-11,664,2175
120,2020-02-13,693,2868
120,2020-02-17,654,3522
120,2020-02-20,402,3924
120,2020-02-21,970,4894
120,2020-02-22,343,5237
120,2020-02-28,582,5819
120,2020-03-01,879,6698
120,2020-03-03,418,7116
120,2020-03-11,685,7801
120,2020-03-20,686,8632
120,2020-03-20,145,8632
120,2020-04-06,794,9426
120,2020-04-21,229,9655
121,2020-01-01,335,335
121,2020-01-20,19,354
121,2020-01-22,864,1218
121,2020-01-28,774,1992
121,2020-02-04,328,2320
121,2020-02-15,711,3031
121,2020-02-20,543,3574
121,2020-02-29,230,3804
121,2020-03-06,869,4673
121,2020-03-11,26,4699
121,2020-03-15,878,5577
122,2020-01-29,397,480
122,2020-01-29,83,480
122,2020-02-05,150,630
122,2020-02-13,88,718
122,2020-03-18,290,1008
122,2020-03-27,725,1733
122,2020-03-28,80,1813
122,2020-04-07,135,1948
122,2020-04-09,992,2940
122,2020-04-11,678,3618
122,2020-04-12,7,3625
122,2020-04-20,51,3676
122,2020-04-23,283,3959
122,2020-04-24,235,4194
123,2020-01-16,423,423
123,2020-01-25,310,733
123,2020-01-26,830,1563
123,2020-02-09,600,2163
123,2020-02-19,960,3123
123,2020-03-07,386,3509
123,2020-03-28,352,3861
123,2020-03-29,727,4588
123,2020-04-03,540,5128
123,2020-04-04,362,5490
123,2020-04-05,688,6178
123,2020-04-06,947,7125
123,2020-04-07,463,7588
124,2020-01-01,159,159
124,2020-01-11,37,196
124,2020-01-14,579,1339
124,2020-01-14,564,1339
124,2020-01-16,249,1588
124,2020-01-19,285,1873
124,2020-02-03,427,2300
124,2020-02-07,710,3010
124,2020-02-09,162,3172
124,2020-02-11,273,3445
124,2020-02-26,429,3874
124,2020-03-09,249,4123
124,2020-03-12,697,4820
124,2020-03-15,326,5146
124,2020-03-16,874,6020
124,2020-03-22,172,6897
124,2020-03-22,705,6897
124,2020-03-28,46,6943
125,2020-01-04,637,637
125,2020-01-19,506,1143
125,2020-01-28,922,2065
125,2020-02-15,939,3004
125,2020-02-16,867,3871
125,2020-02-17,982,4853
125,2020-02-26,285,5138
125,2020-02-29,349,5487
125,2020-03-18,65,5552
125,2020-03-19,410,5962
125,2020-03-23,86,6048
125,2020-03-30,946,7552
125,2020-03-30,558,7552
126,2020-01-21,120,1026
126,2020-01-21,906,1026
126,2020-02-04,394,1420
126,2020-02-07,875,2295
126,2020-02-10,970,3265
126,2020-02-11,806,4071
126,2020-02-13,167,4238
126,2020-02-22,280,4518
126,2020-02-23,744,5262
126,2020-02-25,651,5913
126,2020-02-27,367,6280
126,2020-03-03,270,7423
126,2020-03-03,873,7423
126,2020-03-24,946,8369
126,2020-03-28,557,8926
127,2020-01-17,217,217
127,2020-02-01,486,703
127,2020-04-01,969,1672
128,2020-01-26,410,410
128,2020-02-04,472,882
128,2020-02-11,246,1128
128,2020-02-29,492,1620
128,2020-03-07,319,1939
128,2020-03-21,601,2540
128,2020-04-06,321,2861
128,2020-04-16,895,3756
129,2020-01-12,568,568
129,2020-01-27,508,1076
129,2020-01-31,406,1482
129,2020-02-09,376,1858
129,2020-02-11,359,2217
129,2020-02-12,23,2240
129,2020-02-15,482,2722
129,2020-02-24,986,3708
129,2020-03-06,154,3862
129,2020-03-17,669,4531
129,2020-03-28,349,4880
129,2020-04-01,593,5473
129,2020-04-05,867,6340
129,2020-04-07,615,6955
130,2020-01-02,557,557
130,2020-01-07,106,663
130,2020-01-11,895,1558
130,2020-01-19,196,1754
130,2020-02-05,488,2313
130,2020-02-05,71,2313
130,2020-02-15,353,2666
130,2020-03-01,971,3637
130,2020-03-04,646,4283
130,2020-03-13,753,5036
130,2020-03-27,864,5900
131,2020-01-10,932,1778
131,2020-01-10,846,1778
131,2020-01-14,803,2581
131,2020-01-20,892,3473
131,2020-01-21,868,4341
131,2020-01-29,465,4806
131,2020-01-31,850,5656
131,2020-02-02,62,5718
131,2020-02-08,955,6673
131,2020-02-10,247,6920
131,2020-02-14,43,6963
131,2020-02-19,98,7061
131,2020-02-25,973,8034
131,2020-02-27,719,8753
131,2020-03-14,181,8934
131,2020-03-15,672,9606
131,2020-03-16,707,10313
131,2020-03-21,263,10576
131,2020-03-22,711,11287
131,2020-03-27,617,11904
131,2020-03-28,16,11920
131,2020-03-29,344,12264
132,2020-01-10,14,14
132,2020-01-20,427,441
132,2020-01-30,841,1282
132,2020-02-06,592,1874
132,2020-02-07,998,2872
132,2020-03-05,736,3608
132,2020-03-20,377,3985
132,2020-03-26,356,4341
132,2020-03-30,943,5284
132,2020-04-08,329,5613
133,2020-01-10,279,279
133,2020-01-23,635,914
133,2020-02-26,12,926
134,2020-01-08,358,358
134,2020-01-11,650,1008
134,2020-01-16,911,1919
134,2020-01-25,980,2899
134,2020-01-26,201,3596
134,2020-01-26,496,3596
134,2020-02-05,136,3732
134,2020-02-07,135,3867
134,2020-02-14,189,4056
134,2020-02-19,670,4726
134,2020-02-26,102,4828
134,2020-02-27,579,5407
134,2020-02-29,63,5470
134,2020-03-09,339,5809
134,2020-03-16,841,6650
134,2020-03-20,328,6978
134,2020-03-23,155,7133
134,2020-03-27,283,7416
135,2020-01-09,949,949
135,2020-01-22,14,963
135,2020-01-30,831,1794
135,2020-02-11,491,2285
135,2020-02-14,470,2755
135,2020-02-16,834,3589
135,2020-02-21,78,3667
135,2020-02-22,375,4042
135,2020-02-27,469,4511
135,2020-03-09,178,4689
135,2020-03-23,202,4891
136,2020-01-11,882,882
136,2020-01-12,19,901
136,2020-01-25,653,1554
136,2020-01-28,455,2009
136,2020-01-29,224,2233
136,2020-02-27,487,2720
136,2020-03-06,116,2836
136,2020-03-11,53,2889
136,2020-03-24,623,3512
136,2020-03-26,103,3615
136,2020-04-02,194,3809
136,2020-04-09,710,4519
137,2020-01-06,881,881
137,2020-01-20,403,1284
137,2020-01-23,82,1366
137,2020-02-16,752,2118
138,2020-01-11,520,520
138,2020-01-23,758,1278
138,2020-01-31,38,1316
138,2020-02-01,819,2135
138,2020-02-03,954,3089
138,2020-02-05,485,3574
138,2020-02-07,604,4178
138,2020-02-13,42,4220
138,2020-02-24,958,5178
138,2020-02-29,64,5242
138,2020-03-20,129,5371
138,2020-03-22,750,6121
138,2020-03-24,619,6740
138,2020-03-29,15,6755
138,2020-04-06,850,7605
139,2020-01-10,653,653
139,2020-01-17,370,1023
139,2020-01-18,353,1376
139,2020-01-23,180,1556
139,2020-01-26,95,1651
139,2020-01-31,389,2040
139,2020-02-04,460,2500
139,2020-03-01,613,3113
139,2020-03-02,418,3531
139,2020-03-03,442,3973
139,2020-03-04,830,4803
139,2020-03-07,983,5786
139,2020-03-10,951,6737
139,2020-03-14,562,7299
139,2020-03-28,690,7989
140,2020-01-26,138,803
140,2020-01-26,665,803
140,2020-02-01,180,983
140,2020-02-13,543,1526
140,2020-03-05,339,1865
140,2020-03-21,11,1876
140,2020-03-22,656,2532
140,2020-03-26,995,3527
140,2020-03-28,830,4357
140,2020-04-02,127,4484
140,2020-04-06,877,5361
140,2020-04-09,590,5951
140,2020-04-13,647,6598
140,2020-04-16,336,6934
140,2020-04-18,986,7920
140,2020-04-19,993,8913
140,2020-04-22,540,9453
141,2020-01-15,934,934
141,2020-01-20,320,1254
141,2020-01-22,983,2237
141,2020-02-03,588,2825
141,2020-02-06,50,2875
141,2020-02-28,830,3705
141,2020-02-29,384,4089
141,2020-03-19,630,4719
141,2020-04-04,425,5144
142,2020-01-16,517,517
142,2020-01-27,861,1378
142,2020-02-10,441,1819
142,2020-02-19,497,2316
142,2020-03-04,323,2639
142,2020-03-08,55,2694
142,2020-03-11,480,3174
142,2020-03-31,435,3609
142,2020-04-01,646,4255
143,2020-01-29,807,807
143,2020-02-01,483,1290
143,2020-02-04,343,1633
143,2020-02-20,602,2235
143,2020-02-29,76,2311
143,2020-03-04,24,2335
143,2020-03-07,574,2909
143,2020-03-15,494,3403
143,2020-03-25,555,3958
143,2020-04-02,561,4519
143,2020-04-09,295,4814
143,2020-04-19,333,5147
143,2020-04-21,957,6104
143,2020-04-22,445,6549
143,2020-04-23,823,7372
143,2020-04-24,549,7921
144,2020-01-14,559,559
144,2020-01-17,622,1181
144,2020-01-22,672,1853
144,2020-02-07,315,2168
144,2020-02-18,725,2893
144,2020-02-22,558,4398
144,2020-02-22,947,4398
144,2020-03-20,118,4516
144,2020-03-24,316,4832
144,2020-03-31,36,4868
144,2020-04-02,763,5631
144,2020-04-05,104,5735
144,2020-04-07,444,7613
144,2020-04-07,479,7613
144,2020-04-07,955,7613
144,2020-04-10,230,7843
145,2020-01-02,365,365
145,2020-01-06,372,737
145,2020-01-07,6,1328
145,2020-01-07,585,1328
145,2020-01-08,972,2300
145,2020-01-13,373,2673
145,2020-01-19,112,2785
145,2020-01-27,996,3781
145,2020-02-01,54,3835
145,2020-02-11,283,4118
145,2020-02-15,980,6019
145,2020-02-15,921,6019
145,2020-02-19,753,6772
145,2020-02-23,724,7496
145,2020-03-02,776,8272
145,2020-03-03,890,9162
145,2020-03-12,998,10160
145,2020-03-24,515,10675
146,2020-01-05,657,657
146,2020-01-16,266,923
146,2020-01-22,822,1745
146,2020-01-27,873,2618
146,2020-01-30,497,3115
146,2020-02-06,349,3464
146,2020-02-15,950,4414
146,2020-02-17,225,4639
146,2020-02-22,936,5575
146,2020-03-03,569,6144
146,2020-03-14,315,6459
146,2020-03-20,617,7076
146,2020-03-29,987,8063
146,2020-04-03,64,8127
147,2020-01-15,767,934
147,2020-01-15,167,934
147,2020-02-08,888,1822
147,2020-02-25,210,2032
148,2020-01-12,88,88
148,2020-02-09,941,1029
148,2020-02-13,826,1855
148,2020-02-17,788,2643
148,2020-03-17,348,2991
148,2020-03-28,739,3730
148,2020-04-03,113,3843
148,2020-04-08,541,4384
149,2020-01-13,831,831
149,2020-01-26,985,1816
149,2020-01-30,498,2314
149,2020-02-28,23,2337
149,2020-03-02,732,3069
149,2020-03-11,30,3619
149,2020-03-11,520,3619
149,2020-03-15,822,4441
149,2020-03-18,825,5266
149,2020-03-19,791,6057
149,2020-03-24,15,6072
149,2020-03-27,14,6086
150,2020-01-04,69,69
150,2020-01-05,715,784
150,2020-01-15,869,1653
150,2020-01-18,176,1829
150,2020-01-22,166,1995
150,2020-01-27,925,2920
150,2020-02-03,63,2983
150,2020-02-09,546,3529
150,2020-02-12,371,3900
150,2020-02-19,264,4164
150,2020-02-28,206,4370
150,2020-03-20,715,5085
150,2020-03-24,807,5892
150,2020-04-01,825,6717
151,2020-01-10,58,58
151,2020-01-21,387,445
151,2020-01-23,922,1367
151,2020-02-03,640,2007
151,2020-02-24,722,2729
151,2020-03-18,169,2898
151,2020-03-20,428,3326
151,2020-03-26,318,3644
151,2020-03-29,951,4595
152,2020-01-01,917,917
152,2020-01-16,340,1257
152,2020-01-17,264,1521
152,2020-01-23,310,1831
152,2020-02-04,706,3233
152,2020-02-04,696,3233
152,2020-02-09,849,4082
152,2020-02-13,334,4416
152,2020-02-15,812,5228
152,2020-02-22,960,6188
152,2020-03-20,68,6256
152,2020-03-28,14,6270
153,2020-01-18,754,754
153,2020-01-22,987,2328
153,2020-01-22,587,2328
153,2020-01-23,431,2759
153,2020-01-26,703,3462
153,2020-02-01,302,3764
153,2020-02-06,181,3945
153,2020-02-07,664,4609
153,2020-02-08,578,5187
153,2020-02-15,752,5939
153,2020-02-20,959,6898
153,2020-02-24,353,7251
153,2020-02-25,107,7358
153,2020-02-26,382,7740
153,2020-03-07,683,8423
153,2020-03-10,378,8801
153,2020-03-21,274,9075
153,2020-03-23,683,9758
153,2020-03-27,178,9936
153,2020-03-31,845,10781
154,2020-01-15,120,921
154,2020-01-15,801,921
154,2020-01-28,447,1368
154,2020-01-31,730,3092
154,2020-01-31,994,3092
154,2020-02-07,13,4043
154,2020-02-07,938,4043
154,2020-02-08,239,4282
154,2020-02-09,255,4537
154,2020-02-13,437,4974
154,2020-02-19,66,5040
154,2020-02-27,219,5259
154,2020-02-28,86,5345
154,2020-02-29,875,6220
154,2020-03-03,988,7208
154,2020-03-04,12,7220
154,2020-03-15,663,7883
154,2020-03-16,988,8871
154,2020-03-19,415,9286
154,2020-04-07,86,9372
154,2020-04-12,537,9909
155,2020-01-10,712,712
155,2020-01-19,360,1072
155,2020-01-24,717,1789
155,2020-01-29,631,2420
155,2020-02-04,295,2715
155,2020-02-15,804,4323
155,2020-02-15,804,4323
155,2020-02-20,751,5074
155,2020-02-29,899,5973
155,2020-03-07,751,6724
155,2020-03-16,627,7351
155,2020-03-19,630,8098
155,2020-03-19,117,8098
155,2020-03-28,494,8592
155,2020-03-29,890,9976
155,2020-03-29,494,9976
155,2020-03-30,595,10571
155,2020-03-31,100,10671
155,2020-04-04,501,11172
155,2020-04-05,652,11824
156,2020-01-24,82,82
156,2020-04-08,230,312
157,2020-01-06,721,721
157,2020-01-28,583,1304
157,2020-02-29,749,2053
157,2020-03-01,941,2994
157,2020-03-06,517,3511
157,2020-03-09,395,3906
157,2020-03-14,697,4603
157,2020-03-18,827,5430
158,2020-01-18,642,751
158,2020-01-18,109,751
158,2020-01-28,477,1228
158,2020-02-08,192,1420
158,2020-03-09,799,2219
158,2020-03-13,235,2454
158,2020-03-16,546,3000
158,2020-03-19,567,3567
158,2020-03-23,683,4250
158,2020-03-27,118,4368
158,2020-03-29,522,4890
159,2020-01-04,669,669
159,2020-01-06,236,905
159,2020-01-16,734,1639
160,2020-01-17,843,843
160,2020-02-04,734,1577
160,2020-02-11,845,3404
160,2020-02-11,982,3404
160,2020-02-13,18,3422
160,2020-02-21,421,3843
160,2020-02-23,632,4475
160,2020-02-26,986,5461
160,2020-03-01,459,5920
160,2020-03-23,767,6687
160,2020-03-28,920,7607
160,2020-04-04,633,8240
160,2020-04-11,75,8315
160,2020-04-15,320,8635
161,2020-01-08,526,1440
161,2020-01-08,914,1440
161,2020-01-09,160,1600
161,2020-01-15,67,1667
161,2020-01-21,50,1717
161,2020-01-25,177,1894
161,2020-01-29,279,2173
161,2020-02-11,440,2613
161,2020-02-12,743,3356
161,2020-02-20,553,3909
161,2020-02-23,380,4289
161,2020-02-29,636,4925
161,2020-03-02,832,5757
161,2020-03-11,342,6099
161,2020-03-15,177,6276
161,2020-03-16,379,6655
161,2020-03-21,735,7390
161,2020-03-27,722,8112
161,2020-03-30,243,8355
161,2020-03-31,869,9753
161,2020-03-31,529,9753
162,2020-01-10,123,123
162,2020-02-01,847,970
162,2020-02-08,186,1156
163,2020-01-14,523,523
163,2020-01-18,596,1119
163,2020-02-09,118,1237
163,2020-02-12,137,1374
163,2020-03-02,197,1571
163,2020-03-09,747,2318
163,2020-03-14,867,3185
163,2020-03-26,792,3977
163,2020-03-27,185,4162
163,2020-04-02,579,4741
163,2020-04-03,969,5710
163,2020-04-04,622,6332
163,2020-04-06,581,6913
163,2020-04-07,406,7319
164,2020-01-10,548,548
164,2020-02-16,409,957
165,2020-01-23,42,42
165,2020-01-24,393,435
165,2020-01-25,391,826
165,2020-01-26,439,1265
165,2020-01-28,540,1805
165,2020-02-02,185,1990
165,2020-02-08,250,2240
165,2020-02-14,593,2833
165,2020-02-25,869,3702
165,2020-03-03,901,4603
165,2020-03-05,199,4802
165,2020-03-17,230,5746
165,2020-03-17,714,5746
165,2020-03-21,784,6530
165,2020-03-22,215,6745
165,2020-04-02,353,7861
165,2020-04-02,763,7861
165,2020-04-06,985,8846
165,2020-04-10,297,9143
165,2020-04-12,164,9307
165,2020-04-17,197,9504
165,2020-04-21,97,9601
166,2020-01-22,957,957
166,2020-02-13,589,1546
166,2020-03-11,285,1831
166,2020-03-25,528,2359
166,2020-04-06,185,2544
166,2020-04-13,295,2839
167,2020-01-30,51,51
167,2020-02-03,545,596
167,2020-02-04,12,608
167,2020-02-06,101,709
167,2020-02-09,669,1378
167,2020-02-21,88,1466
167,2020-02-29,692,2158
167,2020-03-02,6,2164
167,2020-03-03,14,2178
167,2020-03-07,244,2422
167,2020-03-11,804,3226
167,2020-03-13,49,3275
167,2020-03-16,51,3326
167,2020-04-02,711,4037
167,2020-04-07,766,4803
167,2020-04-18,942,5745
167,2020-04-21,153,6061
167,2020-04-21,163,6061
167,2020-04-23,180,6241
167,2020-04-25,989,7230
168,2020-01-13,114,114
168,2020-02-03,187,301
168,2020-02-24,919,1220
168,2020-02-25,183,1403
169,2020-01-10,628,628
169,2020-01-14,601,1229
169,2020-01-19,268,1497
169,2020-01-25,985,2482
169,2020-01-29,657,3139
169,2020-02-06,176,3315
169,2020-02-19,417,3732
169,2020-02-26,59,3791
169,2020-02-28,439,4230
169,2020-03-09,737,4967
169,2020-03-15,3,4970
169,2020-03-16,529,5499
169,2020-03-22,64,5563
169,2020-04-08,897,6460
170,2020-01-14,788,788
170,2020-01-21,339,1127
170,2020-01-28,759,1886
170,2020-01-30,406,2292
170,2020-02-11,335,2627
170,2020-03-13,773,3400
170,2020-03-15,560,4635
170,2020-03-15,675,4635
170,2020-03-20,226,4861
170,2020-04-02,392,5253
170,2020-04-03,296,5549
170,2020-04-04,617,6166
171,2020-01-17,471,471
171,2020-01-21,270,1536
171,2020-01-21,795,1536
171,2020-01-23,397,1933
171,2020-02-02,989,2922
171,2020-02-12,451,3373
171,2020-02-24,721,4094
171,2020-02-26,699,4793
171,2020-02-29,643,5436
171,2020-03-18,201,5637
171,2020-03-22,765,6402
171,2020-03-24,445,6847
171,2020-04-03,297,7144
171,2020-04-06,548,7692
171,2020-04-12,759,8451
172,2020-01-12,548,548
172,2020-01-14,966,1514
172,2020-01-31,244,1758
172,2020-03-10,59,1817
172,2020-03-13,446,2263
172,2020-03-16,477,2740
173,2020-01-14,720,720
173,2020-01-25,578,1298
173,2020-02-04,486,1784
173,2020-02-14,383,2167
173,2020-02-27,3,2170
173,2020-03-05,708,2878
173,2020-03-07,660,3538
173,2020-03-09,124,3662
173,2020-03-23,562,4224
173,2020-04-07,791,5015
174,2020-01-11,163,1142
174,2020-01-11,979,1142
174,2020-02-11,821,1963
174,2020-02-23,637,2600
174,2020-02-25,218,2818
174,2020-03-10,540,3358
174,2020-03-15,855,4213
174,2020-03-18,607,4820
174,2020-03-20,965,5785
174,2020-04-02,936,6721
174,2020-04-08,843,7564
175,2020-01-14,300,300
175,2020-01-15,546,846
175,2020-01-20,53,899
175,2020-01-21,35,934
175,2020-01-22,99,1033
175,2020-01-24,754,1787
175,2020-01-31,535,2322
175,2020-02-04,242,2564
175,2020-02-20,671,3235
175,2020-03-06,505,3740
175,2020-03-08,336,4076
175,2020-03-10,201,4277
175,2020-03-15,135,4412
175,2020-03-17,110,4522
175,2020-04-05,989,6408
175,2020-04-05,897,6408
175,2020-04-06,181,6589
176,2020-01-26,655,655
176,2020-02-04,828,1483
176,2020-02-13,434,1917
176,2020-02-16,344,2261
176,2020-03-15,103,2364
176,2020-03-24,968,3332
176,2020-03-27,65,3397
176,2020-04-02,536,3933
177,2020-01-20,351,351
177,2020-01-22,54,405
177,2020-02-01,645,1050
177,2020-02-08,802,1852
177,2020-02-20,135,1987
177,2020-02-22,853,2840
177,2020-03-05,681,3521
177,2020-03-09,706,4227
177,2020-03-12,832,5059
177,2020-03-14,78,5137
177,2020-03-18,960,6097
177,2020-03-20,948,7045
177,2020-03-21,411,7456
177,2020-03-23,772,8228
177,2020-03-28,499,8727
177,2020-03-30,171,8898
177,2020-04-01,985,9883
177,2020-04-15,789,10672
178,2020-01-23,76,252
178,2020-01-23,176,252
178,2020-02-03,234,486
178,2020-02-10,23,509
178,2020-02-14,97,606
178,2020-02-17,443,1049
178,2020-03-10,387,2236
178,2020-03-10,800,2236
178,2020-03-17,147,2383
178,2020-03-19,244,2627
178,2020-03-25,19,2646
178,2020-04-08,500,3146
178,2020-04-15,898,4044
178,2020-04-19,975,5019
179,2020-01-05,19,19
179,2020-01-11,892,911
179,2020-01-13,470,1381
179,2020-01-14,882,2263
179,2020-01-26,488,2809
179,2020-01-26,58,2809
179,2020-01-28,39,2848
179,2020-02-01,752,3600
179,2020-02-05,106,3706
